CASEID,PAGO,PAGO5,PEXP,PEXP5,AGE,SEX,MARRY,NUMKID
19229,3,1,3,1,76,2,4,0
19230,1,5,3,1,20,2,1,1
19232,1,1,1,1,23,1,1,2
19233,3,1,3,1,33,2,1,2
19234,3,5,3,3,50,2,1,0
19235,1,1,3,3,22,1,1,0
19237,3,5,1,5,66,1,4,1
19238,5,5,3,8,38,2,3,0
19239,5,1,1,1,26,2,1,1
19240,3,1,3,3,54,2,1,0
19242,5,5,3,1,33,2,1,4
19243,3,5,1,3,51,1,1,1
19245,1,1,3,3,25,1,1,0
19246,1,1,1,1,29,1,1,1
19247,1,5,3,3,33,1,1,1
19248,1,1,3,3,31,1,1,0
19249,1,1,1,1,23,1,5,0
19250,3,1,1,1,33,2,1,0
19251,1,1,3,5,28,1,5,0
19252,3,1,3,5,57,2,1,0
19253,5,1,3,1,32,2,1,5
19254,1,1,1,1,34,1,1,0
19255,1,1,1,1,20,1,5,0
19256,1,1,1,1,44,2,1,1
19259,5,1,1,1,35,1,1,2
19260,3,1,3,3,31,2,1,2
19261,1,1,1,1,23,2,1,0
19262,5,1,3,5,39,1,1,2
19263,1,1,3,1,26,2,3,0
19264,5,5,5,5,18,1,5,1
19265,1,5,5,1,22,1,5,0
19266,3,1,5,3,26,2,1,0
19267,5,5,1,1,22,2,5,0
19268,1,5,3,1,20,2,4,0
19269,1,1,1,1,23,1,5,0
19270,5,5,5,3,52,2,1,0
19271,3,1,3,3,59,1,1,0
19272,3,3,3,5,65,1,1,0
19273,3,5,3,3,48,2,3,1
19274,3,1,1,1,42,2,3,3
19275,3,1,5,3,41,1,1,1
19276,1,1,3,1,35,1,5,0
19277,5,1,5,5,51,1,1,2
19282,5,5,5,5,66,2,1,0
19283,5,5,3,3,63,2,1,0
19284,3,1,1,5,58,1,1,1
19285,1,5,1,1,27,1,5,0
19286,3,1,1,1,38,2,1,2
19287,1,5,5,1,20,2,1,0
19288,1,1,1,1,27,1,1,0
19289,5,1,1,1,28,1,3,0
19291,5,1,5,3,21,2,5,0
19292,1,1,1,1,54,2,1,0
19294,3,5,3,5,27,1,1,2
19295,5,1,1,1,20,1,5,0
19297,5,5,3,1,28,2,5,0
19298,3,1,1,1,29,1,1,2
19299,5,5,5,5,70,1,1,0
19300,5,1,5,1,26,2,5,0
19301,1,1,1,1,46,1,1,3
19302,1,1,1,1,55,2,3,0
19303,1,5,3,1,20,1,5,1
19305,5,5,3,5,78,1,1,0
19306,1,1,3,3,69,2,1,0
19307,5,1,5,5,58,2,4,0
19310,3,1,5,5,32,1,1,0
19311,1,1,3,5,21,2,5,1
19312,3,5,5,1,26,1,1,0
19313,1,5,3,1,35,1,1,1
19315,5,1,3,5,34,1,1,3
19317,5,5,3,1,55,1,1,1
19318,1,1,3,3,25,2,5,2
19320,5,1,3,1,42,1,1,1
19321,5,5,5,1,40,1,1,2
19322,1,1,3,1,24,1,5,0
19323,3,3,5,5,58,2,1,0
19324,5,5,1,1,33,2,3,0
19325,3,1,1,1,53,1,3,0
19326,1,1,5,3,25,2,5,0
19327,1,1,1,5,68,1,1,0
19328,5,5,3,1,40,2,3,1
19329,1,1,3,3,58,2,1,0
19330,5,5,8,1,40,2,1,3
19332,5,5,5,1,62,1,1,1
19333,1,1,1,1,32,1,1,1
19334,1,1,1,1,27,2,5,0
19335,5,5,5,5,62,1,1,0
19336,1,1,3,1,52,2,1,0
19337,1,1,3,1,26,2,1,0
19338,1,1,1,1,33,2,3,2
19339,3,5,3,1,56,2,4,0
19340,5,1,5,1,29,1,1,1
19341,1,1,3,1,32,1,1,3
19342,1,1,3,8,27,2,1,2
19343,1,1,1,3,69,2,4,0
19344,5,1,1,3,34,2,1,2
19345,5,5,3,3,65,1,3,0
19346,3,1,3,1,32,1,1,1
19347,5,5,3,3,41,1,3,0
19348,5,3,3,1,32,2,1,2
19349,3,1,1,1,34,2,1,2
19350,3,1,3,3,50,1,1,2
19351,1,1,3,5,56,2,1,0
19352,5,5,5,5,36,1,1,1
19353,5,1,1,1,56,1,1,0
19354,5,1,5,3,55,2,3,0
19355,1,5,3,3,46,1,5,0
19356,3,1,3,1,57,1,1,0
19357,5,1,3,3,25,2,1,0
19358,3,5,3,3,72,2,4,0
19359,1,1,1,3,63,1,5,0
19360,1,1,1,1,69,2,1,0
19361,5,5,5,1,56,1,1,0
19362,3,5,5,5,59,1,4,0
19363,5,1,3,3,70,2,4,0
19364,3,3,3,3,75,1,1,0
19365,3,5,9,9,37,2,1,3
19366,3,3,1,1,55,1,1,2
19367,1,1,3,1,27,2,1,1
19368,5,1,5,5,40,2,3,5
19369,1,1,5,3,33,2,1,2
19370,5,5,3,1,35,2,1,3
19371,5,1,5,1,36,1,1,4
19372,5,5,5,5,67,2,1,0
19373,1,1,3,3,32,1,1,0
19374,3,1,3,5,68,1,1,0
19375,5,3,3,3,43,2,1,0
19376,5,5,8,8,57,2,3,0
19377,5,3,5,5,42,2,1,2
19378,1,1,3,1,37,2,1,1
19379,5,1,3,1,24,1,1,1
19380,5,5,5,9,62,2,4,0
19381,3,1,3,3,58,1,1,0
19382,5,8,3,3,31,1,5,0
19383,5,5,5,1,48,2,3,0
19384,3,3,3,3,66,2,1,0
19385,1,1,1,3,50,1,1,0
19386,5,3,3,3,66,2,4,0
19387,5,3,3,5,45,2,1,0
19388,3,5,3,5,76,1,4,0
19389,3,9,3,3,85,2,5,0
19390,5,5,3,3,41,2,3,1
19391,1,1,3,3,23,2,1,2
19392,5,1,5,1,27,2,5,0
19393,1,5,1,1,41,1,1,3
19395,5,5,5,8,71,1,1,0
19396,3,5,5,5,46,2,1,0
19397,3,1,3,1,51,1,1,0
19398,5,5,5,3,40,2,1,4
19399,3,1,1,5,75,2,4,0
19400,5,5,5,5,70,2,1,0
19401,1,1,3,5,26,1,1,3
19402,1,5,1,1,22,2,1,0
19403,5,5,5,5,30,2,3,1
19404,1,1,9,9,85,2,4,0
19405,5,1,3,1,19,1,5,0
19406,5,5,3,3,29,2,4,0
19407,3,3,3,3,72,1,4,0
19408,1,3,5,3,64,2,1,0
19409,1,1,1,1,26,1,5,0
19410,1,1,5,5,33,1,1,2
19411,1,1,1,1,40,1,3,0
19412,5,5,5,5,58,2,5,0
19413,5,3,5,3,47,1,1,0
19414,3,1,3,3,61,1,1,0
19415,1,1,1,1,40,2,3,2
19416,1,1,3,1,26,1,5,0
19418,1,1,3,3,72,1,1,0
19419,3,5,3,8,54,2,1,0
19420,1,1,3,3,40,1,1,2
19421,5,1,3,3,32,1,5,0
19422,5,5,5,8,67,2,4,0
19423,5,3,3,3,49,2,1,1
19424,5,5,5,5,32,2,1,3
19425,3,5,3,9,74,2,4,0
19426,3,1,3,1,43,2,1,1
19428,3,5,3,1,52,2,1,1
19429,3,1,3,3,55,2,1,0
19430,1,1,1,1,32,2,3,0
19431,1,1,1,3,41,2,1,1
19432,5,1,3,1,24,1,1,0
19433,5,5,3,5,72,2,1,0
19434,1,1,3,3,23,2,1,0
19435,3,1,5,1,40,1,5,0
19436,3,1,1,1,48,2,1,0
19437,5,5,5,5,26,2,1,1
19438,3,1,5,5,56,1,1,1
19439,1,1,1,1,42,2,1,2
19441,5,1,3,1,28,1,1,2
19442,3,3,3,3,58,1,1,0
19443,1,5,1,1,26,2,1,0
19444,5,1,3,5,23,1,1,0
19445,1,1,3,1,32,1,1,2
19446,3,1,3,3,75,1,1,0
19447,3,5,3,3,56,2,1,0
19448,1,5,3,8,22,1,1,1
19449,5,5,5,8,70,2,4,1
19450,1,5,3,1,38,2,1,4
19451,3,1,3,3,22,2,1,0
19452,1,1,3,3,29,1,1,3
19453,1,1,3,1,62,1,1,1
19454,1,3,3,3,78,2,4,1
19455,5,3,3,1,38,1,1,3
19456,5,5,5,5,42,2,1,3
19457,5,1,1,5,21,2,5,1
19458,3,3,3,1,68,2,4,1
19459,5,5,3,3,37,2,3,2
19460,5,5,3,5,36,1,1,1
19462,1,1,3,1,37,1,1,1
19463,5,5,3,3,38,1,1,2
19464,1,1,3,3,40,1,1,0
19465,1,1,1,1,46,1,1,0
19466,3,1,3,1,48,2,1,3
19467,1,1,1,1,23,1,1,0
19469,5,5,5,1,55,2,1,0
19470,1,1,1,1,44,2,1,0
19471,1,5,1,1,25,2,1,0
19472,1,1,3,3,34,2,1,3
19473,1,1,1,1,30,2,1,0
19474,1,1,1,1,22,1,5,2
19475,3,3,5,5,65,2,1,2
19477,1,1,1,1,45,2,1,1
19478,3,3,5,5,50,2,1,0
19479,1,1,3,3,18,2,5,1
19480,5,1,1,1,19,2,5,0
19481,1,3,1,1,23,2,5,0
19482,5,5,5,3,46,1,1,5
19483,1,1,1,1,47,1,1,1
19484,1,1,1,3,21,2,5,0
19485,1,1,1,1,22,1,5,0
19486,5,5,3,3,33,2,5,0
19487,1,3,8,5,76,2,1,0
19488,5,5,5,1,62,1,1,2
19489,5,1,3,1,27,2,1,1
19490,1,5,3,3,33,2,1,0
19491,1,1,3,1,56,2,1,0
19492,1,1,1,1,28,1,3,1
19493,5,1,3,1,33,2,3,4
19495,1,1,1,1,72,2,4,0
19496,1,5,3,3,34,1,1,2
19497,3,5,5,1,50,1,1,1
19498,1,1,1,1,27,1,1,1
19499,1,1,1,1,25,1,1,1
19500,1,1,3,3,22,2,1,0
19501,5,3,3,3,61,2,1,0
19502,1,1,3,1,27,1,3,0
19503,5,5,5,5,68,2,1,0
19504,1,5,3,1,37,1,1,3
19505,5,5,5,5,36,2,1,3
19506,1,1,3,3,34,1,1,2
19507,3,1,3,1,55,1,1,0
19508,3,3,3,3,77,2,4,0
19509,5,5,5,3,53,1,1,0
19510,5,1,3,3,58,1,1,1
19511,5,5,5,5,66,1,1,0
19512,1,1,3,3,71,2,4,0
19513,1,1,3,1,27,1,1,0
19514,5,8,3,1,40,2,3,1
19515,3,3,5,3,59,1,1,0
19517,5,5,5,5,19,2,1,1
19518,3,1,3,3,51,2,1,0
19520,3,1,3,3,67,2,1,0
19521,1,1,1,1,28,1,5,2
19522,1,1,1,1,27,2,1,1
19523,3,1,1,1,43,2,1,1
19524,3,5,1,1,19,1,5,0
19525,3,1,3,3,66,2,4,0
19526,1,1,3,1,34,1,1,2
19527,1,1,3,1,42,2,1,3
19528,5,5,8,3,65,2,4,0
19529,3,1,3,3,31,1,3,0
19530,3,1,3,1,43,1,1,0
19531,1,5,1,3,25,2,1,1
19532,1,1,1,3,22,1,5,0
19534,1,1,5,3,25,1,1,2
19535,5,5,3,5,21,1,5,3
19536,3,3,3,3,87,2,4,0
19537,5,1,5,3,49,1,1,2
19538,3,1,1,1,42,1,1,0
19539,1,1,3,1,28,1,1,4
19540,1,1,3,1,29,1,1,1
19541,5,3,5,3,33,2,1,2
19542,5,5,5,3,34,1,1,0
19543,1,1,3,3,35,1,1,2
19544,1,1,3,1,29,2,1,2
19545,3,3,1,1,68,2,4,0
19546,3,3,5,5,79,1,4,0
19547,1,1,1,1,41,1,3,0
19548,1,1,3,8,46,2,1,1
19549,5,5,3,3,61,2,1,1
19550,1,1,3,1,32,2,1,0
19551,1,5,3,3,28,2,1,1
19552,1,1,3,3,21,1,5,0
19553,3,1,5,5,43,1,5,0
19554,5,5,5,5,29,2,1,1
19555,3,1,3,3,74,2,4,0
19556,5,3,3,3,63,1,1,0
19557,1,1,1,1,27,2,1,1
19558,3,5,1,1,26,2,1,1
19559,3,5,3,1,31,2,1,2
19560,1,1,3,1,47,2,1,1
19561,1,1,3,1,18,2,5,0
19562,1,5,3,3,77,2,4,0
19563,5,5,3,3,35,1,1,3
19564,1,1,3,5,24,1,5,1
19565,5,5,3,3,69,1,1,0
19566,1,1,3,1,38,1,1,2
19567,1,1,5,3,19,1,1,0
19568,1,1,1,1,43,1,3,0
19569,1,1,1,1,24,1,1,0
19570,5,1,3,3,19,1,5,3
19571,1,5,1,1,39,2,1,2
19572,1,1,1,1,24,1,5,0
19573,5,5,3,3,30,2,1,3
19574,3,1,3,3,37,2,1,1
19575,3,1,3,1,23,2,1,1
19576,1,1,5,3,22,1,5,0
19577,1,1,3,1,28,1,3,0
19578,1,1,1,1,35,1,1,2
19579,1,1,1,1,22,1,5,0
19580,5,5,3,1,55,2,1,3
19581,1,1,1,1,28,1,1,2
19582,1,1,1,1,28,2,1,0
19583,1,5,1,1,26,1,5,0
19584,1,9,1,1,18,2,1,0
19586,5,5,3,5,31,2,1,2
19587,5,5,5,3,40,2,1,2
19588,1,1,1,3,25,2,1,2
19589,5,3,3,3,60,2,1,0
19590,3,1,1,3,40,1,3,0
19591,1,1,3,3,59,1,1,0
19592,3,1,3,1,43,1,1,2
19593,5,5,5,5,30,1,1,2
19594,3,1,3,3,63,2,1,0
19595,1,1,1,1,23,1,5,0
19596,5,1,3,1,26,2,1,3
19597,3,1,5,5,51,2,1,0
19598,5,3,5,5,69,1,1,0
19599,3,3,3,3,83,2,4,0
19600,3,3,3,5,61,1,1,0
19601,3,1,1,1,52,1,3,0
19602,3,5,5,1,38,2,1,2
19603,1,1,3,3,31,2,1,2
19604,5,5,5,1,30,2,3,2
19605,3,1,3,1,64,1,1,2
19606,1,5,3,5,31,2,1,3
19607,1,1,3,1,46,1,1,2
19608,1,1,3,1,21,2,1,2
19609,3,5,5,8,58,2,3,0
19610,5,5,5,5,47,1,1,1
19611,3,1,3,1,26,2,5,0
19612,1,1,3,1,20,2,5,2
19613,5,1,1,1,34,2,1,1
19614,3,1,3,3,43,1,1,2
19615,3,3,3,3,39,2,1,5
19616,1,1,3,3,32,2,1,0
19617,5,5,3,3,30,1,1,1
19618,1,1,1,1,24,1,1,1
19620,1,1,3,3,51,2,1,0
19621,5,5,3,3,18,2,5,0
19623,1,1,1,1,18,2,5,4
19624,1,1,3,1,23,1,5,0
19625,1,1,3,3,82,2,4,0
19626,1,1,1,1,53,1,1,0
19627,1,5,3,5,30,1,1,0
19628,5,5,3,8,28,2,1,2
19629,3,1,3,3,41,2,1,3
19630,1,1,3,3,24,2,1,0
19631,3,3,3,3,54,1,1,1
19632,1,1,1,1,20,2,1,2
19633,1,1,3,3,38,1,3,0
19634,1,5,5,1,42,1,1,1
19635,1,1,3,1,31,2,3,0
19636,1,5,3,3,65,2,3,0
19637,1,1,3,1,22,2,1,1
19638,1,1,3,3,55,2,1,0
19639,1,5,5,5,30,1,1,1
19640,5,1,3,3,46,1,1,2
19641,1,1,8,5,62,1,4,0
19642,5,5,5,3,36,2,1,5
19643,3,1,1,1,63,1,3,0
19644,5,5,5,5,42,2,1,3
19645,3,1,3,1,41,1,1,0
19646,5,5,5,5,66,1,3,0
19647,1,1,1,3,24,1,5,0
19648,1,1,3,1,27,2,1,1
19649,1,1,1,1,40,2,1,4
19650,5,5,1,1,54,2,1,1
19651,5,5,5,3,51,1,1,0
19652,5,5,1,1,32,2,1,1
19654,5,1,3,1,38,2,1,2
19655,1,1,3,1,57,2,1,0
19656,1,5,3,8,68,1,3,0
19657,1,1,3,3,18,2,1,0
19658,1,1,3,1,44,1,3,0
19659,1,1,1,1,24,1,1,1
19660,1,5,5,5,40,2,3,2
19661,1,5,3,1,55,2,3,1
19662,3,1,1,1,31,2,1,2
19663,1,1,3,1,21,1,1,1
19664,5,1,3,3,60,2,1,0
19665,5,5,3,3,57,1,1,0
19666,5,5,3,5,60,2,4,2
19667,1,1,1,1,46,2,1,0
19668,1,1,3,1,24,2,3,1
19669,5,1,5,5,66,2,5,0
19670,3,5,5,5,40,2,1,1
19671,1,1,3,3,21,2,1,0
19672,3,1,5,3,31,1,1,4
19673,3,1,3,3,29,1,1,2
19674,3,1,3,3,37,1,1,3
19675,5,5,5,5,47,1,1,5
19676,3,3,3,3,72,2,4,0
19677,3,1,3,8,58,2,1,0
19678,3,1,3,3,65,1,1,0
19679,1,1,3,1,34,2,3,1
19680,1,1,5,5,54,2,1,0
19681,3,1,3,3,40,2,1,2
19682,3,1,5,5,32,1,1,0
19683,1,1,1,1,18,1,5,1
19684,1,1,3,3,65,2,4,0
19685,5,5,3,1,48,2,4,0
19686,5,3,1,1,65,2,4,0
19687,5,5,5,5,80,2,4,0
19688,1,1,1,1,20,2,5,1
19689,1,1,1,1,50,2,5,0
19690,1,5,1,1,59,2,1,2
19691,1,1,1,1,23,2,1,0
19692,3,3,5,5,33,2,1,2
19693,3,1,3,1,27,2,1,2
19694,3,5,3,1,37,2,3,1
19695,1,1,3,3,62,2,4,0
19696,1,5,1,1,29,2,3,2
19697,1,5,3,1,51,2,4,0
19698,1,5,1,1,25,1,1,2
19699,5,1,3,3,55,2,4,0
19700,3,3,1,1,41,1,1,2
19701,1,1,3,1,26,1,1,1
19702,1,1,3,3,64,2,1,0
19703,5,5,3,8,66,2,1,1
19704,5,5,3,5,42,1,1,5
19705,3,1,3,3,56,2,4,0
19706,1,1,1,1,48,1,1,2
19708,3,3,5,5,59,1,1,0
19709,5,1,3,5,46,2,1,3
19710,5,1,5,3,58,1,1,0
19711,1,1,3,3,52,2,1,2
19712,3,3,3,3,35,2,1,3
19713,5,5,5,5,64,2,1,0
19714,1,5,3,1,19,2,5,0
19715,5,5,5,5,31,1,1,2
19716,5,5,5,1,62,1,1,4
19718,5,5,5,5,76,2,4,0
19719,1,5,3,1,35,1,1,2
19720,1,1,1,1,36,1,1,1
19721,3,3,3,3,64,2,1,0
19722,5,1,1,1,20,1,5,0
19723,5,1,3,5,38,1,5,0
19724,1,1,3,1,59,2,5,0
19725,1,1,1,1,28,1,1,0
19726,1,1,1,1,28,1,1,1
19727,3,1,3,3,32,1,1,4
19728,3,3,3,3,62,1,1,0
19730,1,1,3,3,31,2,1,2
19731,3,1,3,3,59,2,1,0
19732,1,1,1,1,45,1,1,2
19733,1,1,3,1,19,2,5,0
19734,5,5,5,5,45,2,1,3
19735,5,3,3,5,47,1,1,1
19736,1,1,3,1,18,2,5,2
19737,1,1,1,1,24,1,5,0
19738,5,5,5,5,65,1,1,0
19739,3,3,3,3,70,2,4,0
19741,5,1,3,1,25,2,1,1
19742,1,1,1,1,40,2,1,2
19743,1,1,3,1,24,2,1,1
19744,5,5,1,1,36,1,1,1
19745,5,5,3,5,26,1,3,0
19746,1,1,3,1,49,1,1,1
19747,5,1,3,5,56,1,1,0
19748,3,3,3,3,54,2,3,0
19749,1,1,3,1,45,1,1,2
19750,1,1,3,3,31,2,5,0
19751,1,1,1,1,33,1,1,2
19752,3,1,3,3,51,2,1,0
19753,1,1,3,1,26,1,1,2
19754,5,5,3,3,59,2,4,0
19755,1,5,1,1,50,1,1,0
19756,3,1,1,1,24,2,5,0
19757,1,1,3,3,28,1,1,0
19758,1,5,1,1,65,1,1,0
19759,5,1,1,1,35,1,1,3
19760,1,1,3,1,30,2,1,1
19761,3,1,3,3,66,2,1,0
19762,3,5,3,1,36,2,1,1
19763,1,1,3,3,30,2,1,2
19764,1,5,3,5,40,2,1,3
19765,1,1,3,1,28,1,5,0
19766,5,1,3,1,28,1,1,2
19768,3,1,3,1,18,1,5,4
19769,3,1,3,8,56,1,1,0
19770,1,1,1,1,43,2,1,5
19771,5,5,5,3,42,1,1,5
19772,1,1,1,1,47,1,1,5
19773,3,3,8,9,72,1,4,0
19774,1,1,1,1,34,1,1,3
19775,3,3,3,3,73,1,1,0
19776,3,1,3,1,31,2,1,2
19777,5,5,5,5,64,2,1,0
19778,5,5,5,5,40,1,1,1
19779,1,1,1,3,60,1,1,1
19780,3,1,3,3,56,2,1,0
19781,1,1,1,1,65,1,1,0
19782,3,5,3,3,35,1,1,0
19783,3,1,5,5,65,1,1,0
19784,1,9,3,1,24,1,5,0
19785,5,5,1,5,50,2,1,0
19786,1,1,3,3,19,1,5,1
19787,5,5,5,1,50,2,4,0
19788,3,3,3,3,49,1,4,0
19789,1,1,3,3,65,1,1,0
19790,1,1,1,1,41,2,1,0
19791,5,1,1,5,44,1,1,2
19792,1,1,1,1,23,1,1,2
19793,1,1,1,1,23,1,1,0
19794,1,5,3,1,28,2,5,0
19795,3,1,1,3,22,2,1,0
19796,5,5,3,1,29,2,3,0
19797,3,1,1,1,41,1,1,2
19798,3,1,3,1,59,1,1,1
19799,3,1,3,3,50,1,1,2
19800,3,5,5,5,69,2,4,0
19801,1,3,3,5,65,2,4,0
19802,1,1,1,1,27,2,1,0
19803,1,1,3,1,26,1,5,1
19804,3,5,5,1,35,2,3,4
19805,5,1,3,1,28,2,3,2
19806,5,5,5,5,71,1,4,0
19807,5,5,5,5,65,2,1,0
19808,3,1,3,3,56,2,1,0
19809,3,1,3,5,32,2,1,1
19810,1,1,1,1,25,1,5,0
19811,1,1,1,1,45,1,1,1
19812,1,1,1,1,45,1,5,0
19813,3,3,3,5,71,2,4,0
19814,1,1,3,3,37,1,3,0
19815,5,5,5,8,63,2,5,0
19816,3,3,3,8,60,2,4,0
19817,1,1,3,1,29,2,1,1
19818,1,1,3,3,26,2,3,2
19819,5,5,1,1,53,1,1,0
19820,1,1,1,1,38,1,1,4
19821,5,1,3,3,22,2,1,3
19822,3,1,3,1,46,1,1,2
19823,5,1,8,3,51,1,1,0
19824,3,3,5,5,59,1,1,0
19826,1,1,3,1,22,1,5,0
19827,3,3,3,3,62,1,1,0
19828,5,1,3,3,20,1,5,5
19830,5,5,3,3,61,2,1,0
19831,5,1,5,3,35,1,1,4
19832,3,1,3,1,46,1,1,0
19833,5,5,3,1,46,1,1,1
19834,1,1,1,1,35,2,1,3
19835,5,1,3,1,25,2,5,0
19836,1,1,3,1,24,2,1,2
19837,5,1,3,5,40,2,3,0
19838,3,1,5,1,68,1,1,1
19839,1,5,1,1,37,1,3,2
19840,3,1,3,3,70,1,1,0
19841,1,5,1,1,28,1,1,2
19842,3,1,3,3,55,2,1,0
19843,5,3,5,5,59,2,1,0
19844,3,5,3,3,63,2,1,0
19845,5,5,5,5,65,2,1,0
19848,1,1,1,1,43,1,3,0
19849,5,5,3,3,75,2,1,0
19850,3,1,3,3,59,2,4,0
19851,1,1,3,3,50,2,1,0
19852,3,5,5,5,68,2,4,0
19854,3,5,1,8,54,2,1,0
19855,5,1,5,5,52,2,1,0
19856,5,8,3,1,39,1,1,0
24916,5,5,8,8,52,2,4,0
24917,3,3,1,1,54,1,1,1
24918,5,5,3,3,38,1,1,3
24919,1,1,3,1,31,1,3,0
24920,3,5,3,8,74,1,1,0
24921,1,1,3,3,38,1,1,2
24922,5,5,1,5,31,1,1,0
24923,5,5,5,8,48,1,1,1
24924,1,1,3,5,40,2,3,1
24925,5,5,3,1,30,2,1,3
24926,1,1,3,3,28,1,1,2
24927,5,1,3,1,50,2,1,0
24928,3,5,3,5,73,1,1,0
24929,5,5,3,1,57,2,4,0
24930,3,5,5,5,40,1,3,0
24931,5,1,3,3,39,1,3,0
24932,5,5,5,3,48,1,1,2
24933,3,1,1,1,37,1,3,0
24934,3,1,3,3,29,1,1,1
24935,1,1,1,1,35,1,1,0
24936,5,3,5,3,74,2,4,0
24937,3,1,5,5,62,2,1,0
24938,5,1,3,3,19,1,5,0
24939,1,1,1,1,25,1,5,0
24940,5,5,5,5,80,2,4,0
24941,5,5,5,3,35,1,4,0
24942,3,1,3,3,65,2,4,0
24943,5,1,3,5,63,1,1,0
24944,5,5,3,5,75,2,4,0
24945,3,1,3,8,57,1,1,2
24946,1,1,3,1,66,2,1,0
24947,3,5,1,1,36,1,1,2
24949,3,5,3,3,65,2,5,0
24950,5,5,1,1,37,2,3,5
24951,3,1,3,5,65,2,1,0
24952,5,5,1,5,32,2,1,4
24953,5,5,5,5,77,2,4,0
24954,1,1,1,8,20,1,5,0
24955,1,3,3,1,21,1,5,0
24956,1,1,3,1,49,1,1,0
24957,5,5,3,3,23,2,5,5
24958,1,1,1,1,21,1,5,0
24959,5,1,1,3,22,2,3,2
24960,5,1,3,3,53,1,1,4
24961,1,5,5,5,48,2,1,0
24962,3,1,5,8,60,2,4,0
24963,1,1,3,3,79,2,4,0
24964,3,3,3,3,68,2,5,0
24965,5,1,3,5,58,2,1,0
24966,5,1,1,1,18,2,5,0
24967,5,5,3,5,54,2,1,0
24968,5,3,5,8,27,2,1,2
24969,3,1,3,5,81,1,4,0
24970,3,1,5,3,75,1,1,0
24971,5,1,5,5,34,1,1,0
24972,1,1,1,1,41,2,1,0
24973,1,1,3,5,37,1,1,3
24974,5,1,5,5,34,1,1,2
24975,1,5,3,1,20,2,5,0
24976,5,1,3,5,57,2,1,0
24977,5,1,3,1,22,2,5,0
24978,1,1,5,3,45,2,1,1
24979,1,5,5,5,40,1,1,1
24980,1,1,3,3,28,2,1,3
24981,5,5,5,5,43,1,3,0
24983,5,1,3,3,22,2,1,2
24984,5,3,3,3,35,2,1,0
24985,1,5,3,5,44,1,1,2
24986,5,3,3,1,35,2,1,2
24987,3,1,3,1,37,2,1,2
24988,3,1,3,1,59,2,1,1
24989,5,8,3,5,49,2,3,0
24990,1,5,3,1,32,1,1,2
24991,3,1,1,1,40,1,1,0
24992,1,1,5,5,32,1,1,2
24993,5,3,1,1,72,2,4,0
24994,1,5,1,1,57,2,1,0
24995,1,1,5,3,34,2,1,3
24996,3,1,3,3,21,2,1,1
24997,5,1,1,1,28,2,1,2
24998,5,5,5,5,68,2,1,0
24999,1,1,3,1,23,1,1,0
25000,1,1,3,5,57,1,1,0
25001,5,5,5,8,59,1,1,0
25002,3,1,8,1,29,2,1,2
25003,5,1,1,1,22,2,1,0
25004,3,3,5,3,61,1,1,0
25005,5,5,3,1,73,2,4,0
25006,5,5,5,5,58,1,1,2
25007,3,1,3,5,42,2,1,2
25008,1,1,1,3,26,2,1,0
25009,3,1,1,1,27,1,1,0
25010,3,3,3,3,64,2,1,0
25011,5,3,1,5,52,2,1,1
25012,5,3,8,3,64,2,4,0
25013,5,5,5,5,65,1,1,0
25014,5,5,5,5,24,1,5,0
25015,3,3,3,5,66,1,1,0
25016,1,1,3,5,36,2,1,4
25017,1,1,3,3,30,2,1,2
25018,8,1,3,5,71,1,4,0
25019,3,1,3,1,21,2,1,0
25020,5,1,1,1,32,2,3,0
25021,3,1,1,1,30,1,1,2
25022,1,1,1,1,30,2,1,0
25023,3,5,8,3,35,2,1,5
25024,5,5,3,1,47,2,4,0
25025,5,5,5,8,60,2,1,0
25026,1,1,3,1,55,2,3,0
25027,5,8,3,3,20,2,1,2
25028,5,1,1,1,22,1,3,0
25029,5,1,1,1,36,2,1,4
25030,5,5,5,8,35,1,1,1
25031,1,1,3,3,83,2,4,0
25033,5,5,5,3,35,1,1,4
25034,1,1,5,5,59,2,4,0
25035,5,1,5,5,50,2,1,0
25036,3,1,3,1,30,2,1,2
25037,3,3,3,3,70,1,1,0
25038,1,1,1,1,27,2,1,2
25039,5,1,5,5,66,2,1,0
25040,5,1,1,1,20,1,5,3
25041,5,1,3,5,37,1,1,3
25042,3,3,5,5,53,1,1,0
25043,1,5,1,1,21,2,5,0
25044,1,8,1,1,23,1,1,1
25045,3,1,1,1,42,1,1,3
25046,5,5,3,3,44,2,1,2
25047,1,1,1,1,40,2,1,1
25048,3,1,3,1,33,2,1,2
25049,3,1,1,1,61,2,4,0
25050,5,3,3,5,39,2,1,4
25051,5,5,1,1,25,2,5,0
25052,5,1,1,1,25,2,1,2
25053,3,1,1,1,37,1,1,1
25054,9,1,8,5,21,1,5,3
25055,5,1,3,1,33,1,1,1
25056,3,1,5,1,31,1,1,2
25057,5,5,1,1,29,2,5,1
25058,1,1,1,3,48,2,1,0
25059,5,1,3,1,26,2,1,2
25060,1,1,3,1,29,2,1,2
25061,5,1,5,5,37,2,1,2
25062,1,1,3,1,34,2,5,2
25063,1,1,3,3,27,2,1,3
25064,1,1,3,5,53,2,5,2
25065,5,5,1,1,32,2,1,2
25066,5,5,5,1,18,2,5,1
25067,1,3,3,1,18,2,5,1
25068,5,5,3,8,48,2,1,0
25069,3,8,1,1,23,2,1,0
